Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1936,,,,,1.1203703703703738,-0.22321428571428292,0.5792857142857137,0.8164285714285704,-0.5611111111111118,0.6333333333333346,0.12899999999999956,0.6950000000000003
1937,-0.45928571428571363,-1.1289285714285713,-0.7689655172413801,-1.2586206896551744,-2.129629629629626,-2.8632142857142817,-0.8807142857142871,-2.0835714285714317,-0.15111111111111164,-0.5166666666666657,-0.7010000000000005,0.245000000000001
1938,0.18071428571428605,-0.2889285714285714,-0.9589655172413796,-1.1286206896551736,-0.8496296296296268,-0.023214285714281857,-0.8607142857142875,-1.5235714285714295,0.40888888888888886,0.1533333333333342,-0.4510000000000005,-0.6349999999999989
1939,-0.31928571428571395,-1.0689285714285708,-1.5489655172413794,-2.118620689655174,-0.8596296296296266,-2.7832142857142816,-2.640714285714285,-2.863571428571431,-1.4411111111111126,-1.0566666666666666,-0.5210000000000008,-0.05499999999999883
1940,-0.20928571428571363,-0.308928571428571,-0.14896551724137996,0.5213793103448268,-0.08962962962962528,-0.7132142857142814,-1.3607142857142875,-1.6435714285714305,0.28888888888888786,1.4033333333333342,-1.8010000000000002,-0.3249999999999993
1941,-0.6892857142857141,-0.558928571428571,-1.60896551724138,0.29137931034482634,-1.0896296296296253,-1.2832142857142816,-0.1607142857142847,-0.8635714285714293,-1.801111111111112,-0.3466666666666658,0.5889999999999986,1.375
1942,0.5107142857142861,0.2010714285714288,-0.04896551724137943,-0.39862068965517317,-0.7896296296296264,-0.9232142857142822,0.9192857142857136,0.6964285714285694,-0.40111111111111164,-0.31666666666666643,-0.10100000000000087,0.3650000000000002
1943,-0.24928571428571367,-0.2389285714285707,-0.6289655172413795,-1.0486206896551735,-1.0296296296296266,-1.4132142857142824,-0.8407142857142844,-0.39357142857143046,-0.39111111111111185,0.023333333333333428,0.26900000000000013,0.5750000000000011
1944,0.18071428571428605,-0.15892857142857153,-0.5989655172413801,-0.8486206896551742,-1.1296296296296262,-1.6232142857142815,-1.2607142857142861,-1.7235714285714323,-0.1011111111111127,0.1533333333333342,0.14899999999999913,-0.024999999999999467
1945,0.350714285714286,0.2710714285714291,-0.07896551724138057,-1.1486206896551732,-0.5796296296296255,-0.7432142857142825,-0.9607142857142854,-1.1735714285714316,-1.8111111111111118,-0.06666666666666643,-0.8010000000000002,-0.6149999999999993
1946,0.10071428571428598,-0.32892857142857146,-0.6389655172413793,-1.438620689655174,-0.24962962962962543,-0.7832142857142816,-2.060714285714285,-1.4835714285714303,-0.9611111111111121,-0.9766666666666666,-1.0410000000000004,-0.7349999999999994
1947,-0.359285714285714,-0.6389285714285711,-0.33896551724137947,-0.5686206896551749,-0.8696296296296264,-1.013214285714282,-1.6807142857142843,-1.3035714285714306,-0.7311111111111117,-1.2766666666666655,-0.7110000000000003,0.19500000000000028
1948,-0.4092857142857138,-0.5389285714285714,-0.89896551724138,-1.5686206896551749,-2.259629629629625,0.28678571428571864,-1.4407142857142858,-2.7335714285714303,-1.9911111111111115,-0.9466666666666654,-0.8209999999999997,-1.0549999999999988
1949,-1.279285714285714,-1.098928571428571,-1.1189655172413797,-1.3386206896551744,-0.7596296296296252,-1.2032142857142816,-1.2707142857142841,-2.5535714285714306,-0.5811111111111131,-1.2066666666666652,-0.1509999999999998,-0.794999999999999
1950,-2.399285714285714,-1.1689285714285713,-1.6389655172413793,-2.068620689655174,-2.3596296296296266,-1.4232142857142822,-0.19071428571428584,-1.3935714285714305,-1.301111111111112,-1.8766666666666652,-1.431000000000001,-0.7649999999999988
1951,-0.7692857142857141,-1.728928571428571,-2.2889655172413796,-0.7386206896551748,-0.5996296296296268,-1.4132142857142824,-0.3307142857142864,-0.7735714285714295,-1.171111111111113,-1.4066666666666663,-0.9110000000000014,-0.714999999999999
1952,-0.25928571428571345,-1.2089285714285714,-1.2589655172413794,-1.4486206896551739,-1.5896296296296253,-2.4632142857142814,-1.0607142857142868,-1.9335714285714296,-1.8511111111111127,0.6133333333333333,-0.5810000000000013,0.21500000000000163
1953,0.050714285714286156,-0.5289285714285707,-0.6589655172413798,-0.7386206896551748,-0.7796296296296266,-1.5632142857142828,-0.8007142857142853,-1.8735714285714309,-0.5311111111111124,-0.9766666666666666,-0.19100000000000072,-0.1849999999999996
1954,-0.5292857142857139,-0.5389285714285714,-1.06896551724138,-1.4786206896551732,-0.6596296296296256,-2.723214285714283,-1.9707142857142852,-1.4535714285714327,-1.3711111111111123,-0.9366666666666656,-0.021000000000000796,-0.08499999999999908
1955,-0.4792857142857141,-0.7189285714285711,-1.4589655172413796,-1.3086206896551733,-2.3396296296296253,-2.9132142857142824,-1.7607142857142861,-1.2635714285714315,-1.8511111111111127,-1.4466666666666654,-1.8510000000000009,-1.8149999999999995
1956,-0.9792857142857141,-1.7589285714285712,-1.8289655172413797,-0.6286206896551736,0.13037037037037358,-3.063214285714283,-1.1107142857142875,-0.8235714285714302,-1.751111111111113,-1.7266666666666666,-1.5710000000000006,-0.7449999999999992
1957,-1.3492857142857133,-0.9689285714285711,-1.0989655172413801,-0.9086206896551747,0.110370370370374,-0.16321428571428243,-2.180714285714286,-1.4935714285714319,-0.051111111111111995,-0.216666666666665,-0.2510000000000012,0.245000000000001
1958,0.22071428571428608,0.08107142857142868,-0.08896551724138035,-0.1186206896551738,1.2003703703703739,1.6667857142857176,1.4992857142857154,0.35642857142856954,-1.6811111111111128,-0.1466666666666665,-0.5609999999999999,0.11500000000000021
1959,-0.14928571428571402,-0.808928571428571,-0.40896551724137975,-0.5686206896551749,-0.4496296296296265,-1.0932142857142821,-0.8407142857142844,-1.6735714285714316,-1.7011111111111124,-0.7666666666666657,-0.31099999999999994,-0.1849999999999996
1960,-0.49928571428571367,-0.5289285714285707,-0.72896551724138,-0.7186206896551735,-1.559629629629626,-1.4932142857142825,-0.6607142857142847,-2.543571428571431,-1.6011111111111127,-0.8866666666666667,-0.4710000000000001,-0.4549999999999992
1961,0.2007142857142865,0.15107142857142897,-0.35896551724137993,-0.8986206896551732,-0.639629629629626,0.04678571428571843,-0.10071428571428598,-0.09357142857142975,-1.2111111111111121,-1.1766666666666659,-0.8610000000000007,-0.714999999999999
1962,-0.9092857142857138,-0.6589285714285715,-0.9689655172413794,-0.8386206896551744,-1.2596296296296252,-1.103214285714282,-0.8407142857142844,-2.7735714285714312,-0.5311111111111124,-1.0366666666666653,0.019000000000000128,-0.17499999999999893
1963,-1.069285714285714,0.05107142857142932,0.03103448275862064,-0.4886206896551748,0.2503703703703746,-0.38321428571428306,-1.3307142857142864,-0.39357142857143046,0.6788888888888884,0.6033333333333335,-0.24100000000000144,0.09500000000000064
1964,0.4007142857142867,-0.4289285714285711,-0.3689655172413797,-1.1186206896551738,-1.1596296296296256,-1.5632142857142828,-2.5507142857142853,-2.1735714285714316,-1.3711111111111123,-0.6866666666666656,-0.8610000000000007,-0.6349999999999989
1965,-1.0092857142857135,-1.308928571428571,-1.1389655172413793,-1.1586206896551747,-1.7096296296296263,-0.7532142857142823,0.12928571428571445,-0.8635714285714293,-1.0211111111111126,-1.296666666666665,-0.2510000000000012,-0.10499999999999954
1966,-0.4292857142857134,-0.7389285714285707,-0.6389655172413793,-0.6286206896551736,-0.9896296296296256,-2.433214285714282,-1.7407142857142865,-0.8535714285714313,-1.0811111111111131,-0.5966666666666658,-0.29100000000000037,0.05500000000000149
1967,-0.0392857142857137,-0.5689285714285708,-0.8289655172413797,-1.2986206896551735,-0.8096296296296259,0.6767857142857192,-0.7407142857142865,1.6964285714285694,-0.5911111111111129,-1.1966666666666654,-0.24100000000000144,-0.4449999999999994
1968,0.020714285714285907,-0.7789285714285707,-0.21896551724137936,-1.028620689655174,-0.6496296296296258,-1.5732142857142826,-0.0807142857142864,-1.9935714285714319,-1.6411111111111119,-1.3066666666666666,-0.5210000000000008,-0.6949999999999994
1969,-2.0792857142857137,-1.7989285714285712,-1.3689655172413797,-1.6186206896551738,-0.5896296296296253,0.2067857142857168,0.0492857142857126,-2.32357142857143,-2.2711111111111126,-0.5466666666666651,-0.4710000000000001,0.06500000000000128
1970,-0.359285714285714,0.03107142857142886,-0.028965517241379857,-0.8386206896551744,-0.8696296296296264,0.3767857142857185,-1.8807142857142871,-1.3935714285714305,-2.131111111111112,-0.9766666666666666,-0.6910000000000007,-0.3849999999999989
1971,-0.9192857142857136,-0.9189285714285713,-1.3789655172413795,-1.5586206896551733,-1.4496296296296265,-2.8632142857142817,-0.9607142857142854,-1.2135714285714307,-1.971111111111112,-1.1266666666666652,-1.1110000000000007,-1.0949999999999989
1972,-1.149285714285714,-1.348928571428571,-1.0889655172413795,-2.3786206896551736,-0.8196296296296257,-1.1932142857142818,-2.8707142857142856,0.29642857142856727,-2.0311111111111124,-1.4766666666666666,-1.1910000000000007,-0.8549999999999995
1973,-0.9592857142857136,-1.558928571428571,-0.7389655172413798,-0.4886206896551748,-1.2696296296296268,-2.3332142857142824,-2.1207142857142856,-1.25357142857143,-1.2111111111111121,-1.006666666666666,-1.3610000000000007,-0.6649999999999991
1974,-0.9592857142857136,-0.6889285714285709,-1.26896551724138,-1.188620689655174,-1.8396296296296253,-2.303214285714283,-2.4907142857142865,-2.0535714285714306,-0.16111111111111143,-0.31666666666666643,-0.7510000000000012,-0.09499999999999886
1975,-0.7292857142857141,-1.228928571428571,-1.2389655172413798,-1.8886206896551743,-2.099629629629627,-2.183214285714282,-0.8707142857142856,-3.2635714285714315,-0.8211111111111116,-1.506666666666666,-1.1710000000000012,-1.1249999999999991
1976,-0.7492857142857137,-0.7189285714285711,-1.5789655172413797,-1.188620689655174,-1.8996296296296258,-2.763214285714282,-2.1207142857142856,-2.993571428571432,-0.6511111111111116,-0.17666666666666586,-0.4510000000000005,-0.034999999999999254
1977,-0.5092857142857135,-0.008928571428571175,-0.34896551724138014,-0.5886206896551744,-1.3396296296296253,-1.223214285714283,-1.470714285714287,-1.3235714285714302,-1.501111111111113,-0.7466666666666661,-0.8109999999999999,-1.3249999999999993
1978,-0.9592857142857136,-0.4189285714285713,-0.17896551724137932,-0.5686206896551749,-1.2796296296296266,-0.7332142857142827,0.529285714285713,-1.0135714285714315,-2.171111111111113,0.38333333333333464,-0.7810000000000006,-0.05499999999999883
1979,-0.10928571428571399,-0.08892857142857125,-0.28896551724137964,-1.0586206896551733,-0.9496296296296265,-1.1532142857142826,-1.4907142857142865,-0.66357142857143,-1.1411111111111119,0.08333333333333393,-0.24100000000000144,0.2550000000000008
1980,-0.6392857142857133,-0.8889285714285711,-0.4889655172413798,-0.39862068965517317,-0.8196296296296257,-1.3332142857142824,-1.1707142857142863,-1.7135714285714307,-2.0211111111111126,0.1033333333333335,-0.051000000000000156,0.005000000000000782
1981,0.22071428571428608,0.04107142857142865,0.22103448275862014,-0.6486206896551732,-0.7296296296296259,-2.9032142857142826,-0.4007142857142867,-0.7535714285714299,-1.381111111111112,-0.7966666666666651,0.14899999999999913,0.2550000000000008
1982,-0.4192857142857136,-0.32892857142857146,-0.7189655172413794,-1.2586206896551744,-1.2796296296296266,0.48678571428571793,-1.730714285714285,-2.293571428571431,-0.44111111111111256,-0.6866666666666656,-0.6810000000000009,0.10500000000000043
1983,0.42071428571428626,0.24107142857142883,0.2510344827586195,0.21137931034482627,0.2403703703703748,-0.29321428571428143,-1.9507142857142856,-1.283571428571431,-1.2911111111111122,-0.3466666666666658,0.18900000000000006,-0.24499999999999922
1984,0.17071428571428626,0.4910714285714288,0.41103448275861965,-0.3086206896551733,-1.6496296296296258,-1.3232142857142826,-0.9107142857142847,-0.6335714285714324,-1.1011111111111127,-1.1266666666666652,-0.5609999999999999,-0.8049999999999988
1985,-0.5192857142857141,0.3110714285714291,-0.18896551724138,-0.9386206896551741,-1.1596296296296256,-1.2732142857142819,0.24928571428571544,-1.6235714285714309,-1.0811111111111131,-0.7966666666666651,-1.5910000000000002,-1.084999999999999
1986,0.6507142857142867,-0.2989285714285712,-0.04896551724137943,-0.6586206896551747,-1.8496296296296268,-1.263214285714282,-1.1507142857142867,0.3164285714285704,0.23888888888888715,0.5533333333333346,-0.06099999999999994,0.025000000000000355
1987,0.19071428571428672,0.2610714285714293,0.23103448275861993,0.0113793103448252,-0.5896296296296253,-0.4832142857142827,-1.3307142857142864,-0.1835714285714296,0.40888888888888886,1.2133333333333347,0.39899999999999913,-0.024999999999999467
1988,-0.13928571428571335,0.03107142857142886,0.16103448275861965,-0.028620689655173948,-0.9396296296296267,-0.5632142857142828,0.009285714285713453,-0.8535714285714313,-0.26111111111111285,0.2133333333333347,-0.2010000000000005,0.005000000000000782
1989,-0.19928571428571384,-1.9189285714285713,-0.6689655172413795,0.3713793103448264,1.3803703703703736,-0.033214285714281644,-0.850714285714286,-0.11357142857142932,0.9288888888888884,-0.24666666666666615,-0.32099999999999973,0.13500000000000156
1990,0.020714285714285907,-0.848928571428571,-0.09896551724138014,0.7513793103448254,0.46037037037037365,-0.8632142857142817,0.7892857142857146,0.966428571428569,1.3988888888888873,-0.4566666666666652,-0.4510000000000005,-1.7449999999999992
